Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
2014-03-18,132.21628992171253,0.7571306711087181,10.499712943144043,20.7366201987958,1.6519214642372033,35.32233585461747,2.9722071799722407,28.59576171046977,6.845462431346593,28.17026678786322,6.069559925416997,4.498983078736929,127.20421002453828,50.56506572916985,11.094154379138491,16.056176050123728,9.761354106856201,95.09185792429084,33.33252136360448,190.846987345586,0.7946743407504727,1.820867977625099,0.463038592248307,69.63724990718119,0.6632714970043316,35.040758332304314,3.2412701457381488,44.639423204046246,89.83574417444518,0.3504075833230431,134.2436480823673,74.1800339338335,1.445431281207553,113.37562503982534,14.929865960871087,65.0506649326135,1462.000554076114
2014-03-19,264.3,1.5,20.9,41.4,3.3,70.9,5.9,57.1,13.5,56.2,12.1,9.0,254.0,104.8,22.1,32.9,19.3,192.3,66.7,387.3,1.6,3.6,0.9,141.1,1.3,70.5,6.5,91.8,180.4,0.6,268.3,150.0,2.9,229.3,29.7,131.0,2945.0
2014-03-20,132.28430381599105,0.7486969482181791,10.481757275054507,20.87645676543248,1.658450798087943,35.715456163547444,2.9621411236190167,28.807420949464593,6.790507204769531,28.100076448967762,6.061398258103572,4.505240357010554,127.65935900505029,52.199847692048856,11.119455547810109,16.43433330231241,9.693884323731888,96.30549785379715,33.3061319726244,194.16280071945343,0.8009316190240986,1.8108019212718751,0.4548769249348821,70.90638917441876,0.6594627189247333,35.415106806413405,3.271196259220707,46.11015565392541,89.88498623390284,0.3199373586862568,134.54780621758093,74.72604947710164,1.4495121148642651,115.08821489775899,14.902116292005442,65.96803633864248,1476.188796533772
2014-03-21,132.26471581443886,0.7465205036012658,10.501345276606724,21.028807888616413,1.664980131938683,35.939629959089515,2.97084690208667,29.031594745006657,6.823153874023231,28.067429779714065,6.0657511473374,4.505240357010554,128.17082349002493,51.93867433801926,11.176043107849857,16.399510188441802,9.72653099298559,96.34902674613537,33.223427077181704,194.45009140888598,0.8009316190240986,1.8195076997395283,0.45922981416870867,71.18062119614984,0.6681684973923866,35.53916414957746,3.2886078161560133,46.26685966634317,89.46493242283859,0.33952536023847657,134.7893915700583,74.36475967069401,1.447335670247352,115.39291714412687,14.936939405876055,66.35979636968686,1478.1628318013122
2014-03-22,132.2451278128866,0.7443440589843525,10.520933278158946,21.181159011800347,1.671509465789423,36.16380375463158,2.979552680554323,29.255768540548733,6.855800543276931,28.034783110460367,6.070104036571226,4.505240357010554,128.68228797499955,51.67750098398966,11.2326306678896,16.364687074571187,9.759177662239289,96.39255563847367,33.140722181738994,194.73738209831853,0.8009316190240986,1.8282134782071824,0.4635827034025354,71.45485321788092,0.6768742758600398,35.66322149274152,3.30601937309132,46.42356367876092,89.04487861177431,0.35911336179069636,135.03097692253567,74.00346986428642,1.4451592256304386,115.69761939049472,14.971762519746667,66.75155640073126,1480.1368670688526
2014-03-23,132.22553981133441,0.742167614367439,10.540521279711166,21.333510134984277,1.6780387996401631,36.38797755017365,2.9882584590219765,29.4799423360908,6.88844721253063,28.002136441206666,6.074456925805052,4.505240357010554,129.19375245997415,51.41632762996007,11.289218227929346,16.329863960700575,9.791824331492988,96.43608453081191,33.058017286296284,195.02467278775106,0.8009316190240986,1.8369192566748351,0.467935592636362,71.72908523961199,0.6855800543276931,35.78727883590558,3.3234309300266265,46.58026769117869,88.62482480071003,0.37870136334291615,135.27256227501306,73.6421800578788,1.4429827810135254,116.00232163686259,15.006585633617282,67.14331643177565,1482.1109023363929
2014-03-24,132.20595180978216,0.7399911697505258,10.560109281263387,21.485861258168207,1.6845681334909028,36.61215134571572,2.9969642374896295,29.704116131632873,6.92109388178433,27.969489771952965,6.078809815038879,4.505240357010554,129.7052169449488,51.155154275930464,11.345805787969093,16.29504084682996,9.824471000746687,96.47961342315018,32.97531239085358,195.31196347718367,0.8009316190240986,1.845625035142488,0.47228848187018857,72.00331726134307,0.6942858327953463,35.911336179069636,3.340842486961933,46.736971703596446,88.20477098964578,0.39828936489513594,135.51414762749042,73.28089025147119,1.440806336396612,116.30702388323046,15.041408747487894,67.53507646282006,1484.0849376039334
2014-03-25,132.18636380822997,0.7378147251336125,10.579697282815607,21.63821238135214,1.6910974673416428,36.8363251412578,3.0056700159572833,29.928289927174948,6.95374055103803,27.936843102699267,6.083162704272706,4.505240357010554,130.21668142992343,50.89398092190087,11.40239334800884,16.26021773295935,9.857117670000386,96.52314231548846,32.89260749541088,195.59925416661622,0.8009316190240986,1.8543308136101415,0.4766413711040153,72.27754928307417,0.7029916112629996,36.0353935222337,3.3582540438972392,46.89367571601421,87.7847171785815,0.41787736644735574,135.7557329799678,72.91960044506358,1.438629891779699,116.61172612959831,15.076231861358508,67.92683649386444,1486.0589728714738
2014-03-26,132.16677580667775,0.7356382805166992,10.599285284367827,21.79056350453607,1.6976268011923827,37.06049893679987,3.0143757944249363,30.152463722717016,6.986387220291729,27.904196433445566,6.087515593506533,4.505240357010554,130.72814591489805,50.63280756787127,11.458980908048586,16.225394619088735,9.889764339254086,96.56667120782672,32.80990259996817,195.88654485604877,0.8009316190240986,1.8630365920777945,0.48099426033784176,72.55178130480523,0.7116973897306528,36.15945086539776,3.375665600832546,47.050379728431956,87.36466336751722,0.4374653679995755,135.9973183324452,72.55831063865598,1.4364534471627854,116.9164283759662,15.11105497522912,68.31859652490884,1488.033008139014
2014-03-27,132.1471878051255,0.7334618358997859,10.618873285920046,21.942914627720004,1.704156135043123,37.28467273234194,3.0230815728925897,30.376637518259088,7.01903388954543,27.87154976419187,6.091868482740358,4.505240357010554,131.23961039987267,50.371634213841666,11.515568468088333,16.190571505218124,9.922411008507789,96.61020010016497,32.727197704525466,196.17383554548132,0.8009316190240986,1.871742370545448,0.48534714957166847,72.8260133265363,0.720403168198306,36.28350820856181,3.3930771577678525,47.20708374084972,86.94460955645296,0.45705336955179543,136.23890368492255,72.19702083224837,1.434277002545872,117.22113062233402,15.145878089099734,68.71035655595324,1490.0070434065547
2014-03-28,132.1275998035733,0.7312853912828726,10.638461287472268,22.095265750903938,1.7106854688938626,37.50884652788401,3.0317873513602427,30.60081131380116,7.051680558799129,27.838903094938164,6.096221371974186,4.505240357010554,131.7510748848473,50.110460859812086,11.572156028128077,16.155748391347508,9.955057677761486,96.65372899250326,32.644492809082756,196.4611262349139,0.8009316190240986,1.880448149013101,0.48970003880549506,73.10024534826739,0.7291089466659593,36.407565551725874,3.410488714703159,47.36378775326748,86.5245557453887,0.47664137110401517,136.48048903739993,71.83573102584076,1.4321005579289587,117.52583286870191,15.180701202970345,69.10211658699764,1491.981078674095
2014-03-29,132.10801180202108,0.7291089466659593,10.658049289024486,22.247616874087868,1.7172148027446028,37.73302032342608,3.040493129827896,30.82498510934323,7.084327228052828,27.806256425684467,6.100574261208012,4.505240357010554,132.26253936982192,49.84928750578247,11.628743588167824,16.1209252774769,9.987704347015187,96.69725788484149,32.561787913640046,196.74841692434643,0.8009316190240986,1.8891539274807543,0.49405292803932166,73.37447736999846,0.7378147251336125,36.53162289488993,3.4279002716384652,47.52049176568524,86.10450193432442,0.4962293726562349,136.72207438987732,71.47444121943315,1.4299241133120455,117.8305351150698,15.215524316840957,69.49387661804204,1493.9551139416353
2014-03-30,132.08842380046886,0.726932502049046,10.677637290576703,22.3999679972718,1.7237441365953425,37.957194118968154,3.049198908295549,31.049158904885306,7.116973897306528,27.773609756430766,6.1049271504418385,4.505240357010554,132.77400385479658,49.58811415175289,11.68533114820757,16.086102163606284,10.020351016268885,96.74078677717978,32.47908301819735,197.03570761377898,0.8009316190240986,1.8978597059484075,0.49840581727314837,73.64870939172954,0.7465205036012658,36.65568023805399,3.4453118285737716,47.677195778103,85.68444812326015,0.5158173742084549,136.9636597423547,71.11315141302553,1.4277476686951323,118.13523736143763,15.25034743071157,69.88563664908642,1495.9291492091756
2014-03-31,132.06883579891664,0.7247560574321326,10.697225292128925,22.552319120455735,1.7302734704460825,38.18136791451022,3.0579046867632025,31.27333270042737,7.149620566560228,27.740963087177068,6.109280039675665,4.505240357010554,133.28546833977117,49.32694079772329,11.741918708247317,16.05127904973567,10.052997685522586,96.78431566951807,32.39637812275464,197.3229983032116,0.8009316190240986,1.9065654844160607,0.502758706506975,73.92294141346062,0.7552262820689191,36.77973758121805,3.4627233855090784,47.83389979052076,85.26439431219589,0.5354053757606746,137.20524509483204,70.75186160661794,1.4255712240782186,118.43993960780547,15.285170544582186,70.27739668013082,1497.9031844767162
2014-04-01,132.04924779736444,0.7225796128152193,10.716813293681144,22.70467024363967,1.7368028042968224,38.40554171005229,3.0666104652308555,31.497506495969443,7.182267235813927,27.708316417923367,6.1136329289094915,4.505240357010554,133.79693282474582,49.065767443693694,11.79850626828706,16.016455935865057,10.085644354776285,96.82784456185631,32.31367322731193,197.6102889926441,0.8009316190240986,1.915271262883714,0.5071115957408016,74.19717343519169,0.7639320605365724,36.903794924382105,3.480134942444385,47.99060380293851,84.84434050113161,0.5549933773128944,137.44683044730942,70.39057180021031,1.4233947794613053,118.74464185417337,15.3199936584528,70.66915671117522,1499.8772197442565
2014-04-02,132.0296597958122,0.720403168198306,10.736401295233364,22.857021366823595,1.7433321381475624,38.62971550559436,3.075316243698509,31.721680291511518,7.214913905067627,27.67566974866967,6.117985818143318,4.505240357010554,134.30839730972045,48.80459408966409,11.855093828326805,15.981632821994445,10.118291024029986,96.87137345419458,32.23096833186923,197.89757968207667,0.8009316190240986,1.923977041351367,0.5114644849746283,74.47140545692277,0.7726378390042256,37.027852267546166,3.497546499379691,48.14730781535628,84.42428669006735,0.5745813788651142,137.6884157997868,70.02928199380271,1.4212183348443923,119.04934410054122,15.354816772323412,71.06091674221962,1501.8512550117969
2014-04-03,132.01007179426,0.7182267235813927,10.755989296785584,23.00937249000753,1.7498614719983026,38.85388930113644,3.084022022166162,31.945854087053586,7.2475605743213265,27.64302307941597,6.122338707377145,4.505240357010554,134.81986179469504,48.5434207356345,11.911681388366553,15.946809708123835,10.150937693283685,96.91490234653283,32.148263436426525,198.18487037150922,0.8009316190240986,1.9326828198190205,0.5158173742084549,74.74563747865385,0.7813436174718789,37.15190961071023,3.5149580563149976,48.30401182777403,84.00423287900308,0.594169380417334,137.93000115226417,69.66799218739509,1.4190418902274788,119.35404634690909,15.389639886194027,71.45267677326402,1503.8252902793372
2014-04-04,131.99048379270775,0.7160502789644794,10.775577298337804,23.16172361319146,1.7563908058490423,39.07806309667851,3.0927278006338152,32.170027882595654,7.280207243575026,27.61037641016227,6.126691596610971,4.505240357010554,135.3313262796697,48.2822473816049,11.9682689484063,15.911986594253218,10.183584362537385,96.95843123887111,32.065558540983815,198.47216106094177,0.8009316190240986,1.9413885982866737,0.5201702634422815,75.01986950038491,0.790049395939532,37.27596695387428,3.5323696132503044,48.460715840191796,83.5841790679388,0.6137573819695538,138.17158650474155,69.30670238098749,1.4168654456105656,119.65874859327695,15.424463000064637,71.8444368043084,1505.7993255468775
2014-04-05,131.97089579115553,0.7138738343475661,10.795165299890025,23.31407473637539,1.7629201396997822,39.30223689222058,3.101433579101468,32.394201678137726,7.312853912828727,27.57772974090857,6.131044485844798,4.505240357010554,135.84279076464432,48.0210740275753,12.024856508446044,15.877163480382608,10.216231031791084,97.00196013120937,31.98285364554111,198.75945175037435,0.8009316190240986,1.9500943767543273,0.5245231526761082,75.29410152211601,0.7987551744071852,37.40002429703834,3.549781170185611,48.617419852609544,83.16412525687454,0.6333453835217736,138.41317185721894,68.94541257457989,1.4146890009936521,119.9634508396448,15.459286113935251,72.23619683535281,1507.773360814418
2014-04-06,131.95130778960333,0.7116973897306528,10.814753301442247,23.466425859559322,1.769449473550522,39.52641068776265,3.110139357569122,32.6183754736798,7.345500582082426,27.545083071654876,6.135397375078624,4.505240357010554,136.35425524961894,47.7599006735457,12.08144406848579,15.842340366511992,10.248877701044783,97.04548902354767,31.900148750098406,199.04674243980688,0.8009316190240986,1.9588001552219803,0.5288760419099348,75.56833354384709,0.8074609528748385,37.524081640202404,3.567192727120917,48.774123865027306,82.74407144581026,0.6529333850739933,138.6547572096963,68.58412276817226,1.4125125563767391,120.26815308601267,15.494109227805865,72.6279568663972,1509.7473960819584
2014-04-07,131.93171978805108,0.7095209451137394,10.834341302994464,23.618776982743253,1.7759788074012621,39.75058448330472,3.118845136036775,32.84254926922187,7.3781472513361255,27.51243640240117,6.139750264312452,4.505240357010554,136.8657197345936,47.4987273195161,12.138031628525535,15.80751725264138,10.281524370298483,97.0890179158859,31.817443854655696,199.33403312923946,0.8009316190240986,1.9675059336896337,0.5332289311437614,75.84256556557816,0.8161667313424917,37.64813898336646,3.5846042840562236,48.93082787744507,82.324017634746,0.6725213866262132,138.8963425621737,68.22283296176467,1.4103361117598257,120.57285533238057,15.528932341676477,73.0197168974416,1511.7214313494987
2014-04-08,131.9121317864989,0.7073445004968261,10.853929304546682,23.771128105927186,1.782508141252002,39.97475827884679,3.1275509145044285,33.06672306476394,7.410793920589825,27.479789733147474,6.144103153546277,4.505240357010554,137.3771842195682,47.237553965486505,12.194619188565284,15.77269413877077,10.314171039552186,97.13254680822418,31.734738959212994,199.62132381867198,0.8009316190240986,1.9762117121572866,0.537581820377588,76.11679758730924,0.824872509810145,37.77219632653052,3.60201584099153,49.08753188986283,81.90396382368174,0.692109388178433,139.13792791465107,67.86154315535704,1.4081596671429122,120.87755757874838,15.56375545554709,73.41147692848598,1513.6954666170393
2014-04-09,131.89254378494667,0.7051680558799128,10.873517306098904,23.923479229111116,1.789037475102742,40.198932074388864,3.136256692972082,33.29089686030601,7.443440589843525,27.44714306389377,6.148456042780104,4.505240357010554,137.88864870454285,46.97638061145691,12.25120674860503,15.737871024900155,10.346817708805883,97.17607570056245,31.652034063770287,199.90861450810456,0.8009316190240986,1.98491749062494,0.5419347096114147,76.39102960904032,0.8335782882777982,37.89625366969458,3.6194273979268363,49.24423590228059,81.48391001261746,0.7116973897306528,139.37951326712846,67.50025334894944,1.405983222525999,121.18225982511628,15.598578569417707,73.8032369595304,1515.6695018845794
2014-04-10,131.87295578339445,0.7029916112629995,10.893105307651123,24.07583035229505,1.7955668089534818,40.42310586993093,3.144962471439735,33.515070655848085,7.476087259097224,27.414496394640068,6.152808932013932,4.505240357010554,138.40011318951744,46.71520725742731,12.307794308644775,15.703047911029541,10.379464378059582,97.21960459290071,31.569329168327574,200.19590519753712,0.8009316190240986,1.9936232690925932,0.5462875988452413,76.66526163077138,0.8422840667454513,38.020311012858635,3.636838954862143,49.400939914698334,81.0638562015532,0.7312853912828726,139.62109861960582,67.13896354254183,1.403806777909086,121.48696207148413,15.633401683288316,74.19499699057478,1517.64353715212
2014-04-11,263.4,1.4,21.8,48.4,3.6,81.2,6.3,67.4,15.0,54.7,12.3,9.0,277.5,92.8,24.7,31.3,20.8,194.3,62.9,400.5,1.6,4.0,1.1,153.7,1.7,76.2,7.3,99.0,161.1,1.5,279.4,133.4,2.8,243.3,31.3,149.0,3035.7000000000007
2014-04-12,263.6,1.5,21.3,49.1,3.5,76.4,6.2,67.5,14.9,55.5,11.3,7.5,277.3,94.7,24.3,30.9,21.0,191.6,63.4,398.6,1.6,4.4,1.1,153.9,1.6,73.2,7.3,101.2,161.1,0.8,274.0,111.9,2.8,242.7,31.5,149.5,2998.7000000000003
2014-04-13,258.1,1.4,21.5,46.9,3.2,78.5,6.1,64.1,14.8,55.9,10.7,7.3,265.5,84.1,23.3,29.3,19.8,182.4,56.8,387.8,1.5,3.4,1.0,151.2,1.5,67.9,6.7,89.9,156.8,1.2,268.5,110.2,2.6,230.0,28.0,142.1,2879.9999999999995
2014-04-14,261.5,1.5,22.0,46.7,3.5,70.7,6.0,67.9,14.9,57.0,10.8,8.2,275.5,96.1,23.8,32.0,19.4,190.0,59.2,406.1,1.5,4.0,1.1,148.2,1.5,71.3,6.5,94.4,158.2,1.4,267.6,104.4,2.8,228.6,31.3,143.1,2938.7000000000003
2014-04-15,261.7,1.5,22.0,48.0,3.7,70.5,6.1,73.2,14.9,56.7,11.3,8.2,279.2,99.5,24.1,32.7,20.9,185.0,57.6,411.7,1.5,4.1,1.1,153.7,1.5,74.3,7.0,98.6,163.5,1.5,273.6,112.7,2.8,257.7,32.8,143.8,3018.7
2014-04-16,264.3,1.0,23.5,48.2,3.8,71.0,6.2,72.7,15.1,57.8,10.4,8.4,282.6,95.1,24.5,31.7,19.9,188.5,61.7,414.0,1.7,3.8,1.1,152.2,1.4,73.9,7.0,99.9,155.1,1.5,276.7,118.0,2.8,248.2,31.1,145.5,3020.3
2014-04-17,266.0,1.1,21.9,48.8,3.6,73.3,6.3,72.7,15.1,59.1,11.3,8.4,287.4,96.4,25.0,31.9,19.6,177.9,63.5,406.6,1.6,3.9,1.1,150.2,1.4,70.5,7.2,91.4,149.8,1.1,289.4,121.6,3.0,241.5,25.8,152.2,3007.6000000000004
2014-04-18,265.3,1.5,17.8,48.3,3.5,72.0,6.4,64.5,15.2,49.4,9.3,8.3,285.8,85.2,25.3,31.4,19.5,168.2,60.1,395.6,1.6,4.0,1.1,142.0,1.4,74.5,7.2,88.8,133.1,1.4,286.6,125.6,2.7,201.4,29.4,145.8,2879.2
2014-04-19,266.4,1.5,18.4,47.8,3.4,74.0,6.3,65.7,15.3,57.7,9.2,8.8,286.0,93.5,23.5,32.1,18.7,169.8,63.3,398.9,1.6,4.0,1.0,134.7,1.6,75.4,7.1,84.3,137.1,1.4,278.7,127.3,2.8,222.5,30.7,147.3,2917.8
2014-04-20,261.7,1.6,19.4,50.4,3.2,76.8,6.3,63.8,15.1,58.3,8.7,7.7,258.9,91.2,22.5,30.9,21.2,159.8,60.4,379.0,1.6,3.6,1.1,137.3,1.6,69.3,6.7,83.5,140.7,1.2,262.2,134.6,2.8,232.9,30.2,137.2,2843.4
2014-04-21,261.0,1.6,19.3,48.8,3.7,79.5,5.8,70.7,15.3,57.0,8.2,9.2,257.4,97.2,23.8,33.1,20.4,181.6,65.6,397.5,1.6,3.9,1.0,138.7,1.6,72.1,6.6,92.0,142.7,1.2,274.4,136.9,2.9,244.5,31.6,143.5,2951.9
2014-04-22,262.4,1.5,18.5,47.3,3.8,80.6,5.8,73.7,15.4,58.3,7.2,9.3,275.1,102.1,24.2,29.8,20.8,191.4,66.6,400.8,1.6,3.9,1.2,142.7,1.6,73.3,7.2,97.9,144.3,1.6,280.9,137.5,3.1,251.9,31.9,151.6,3026.8
2014-04-23,250.4,1.5,19.6,48.0,3.9,80.8,5.9,75.6,15.2,60.7,6.9,8.9,279.7,100.6,24.6,30.4,20.9,195.0,66.9,415.3,1.6,3.1,1.1,141.3,1.6,74.8,7.3,96.3,148.5,1.1,289.7,130.7,2.9,258.4,31.7,147.4,3048.3
2014-04-24,256.0,1.6,19.3,46.0,4.0,81.6,5.9,78.9,15.3,59.5,6.9,9.7,285.7,99.9,24.3,31.2,21.6,196.3,65.2,400.5,1.5,3.1,1.1,150.2,1.4,77.0,5.8,102.9,155.7,1.2,258.4,125.3,3.1,256.8,32.0,151.5,3036.4
2014-04-25,257.7,1.4,18.5,48.2,4.2,80.1,5.8,80.9,15.4,59.0,6.8,9.5,289.6,105.9,24.7,30.6,21.8,195.0,66.3,415.0,1.5,2.9,1.1,154.0,1.4,74.9,7.1,110.0,157.6,1.2,278.1,125.4,2.8,253.6,33.2,155.9,3097.1
2014-04-26,263.0,1.4,20.4,47.9,4.2,78.1,5.9,78.8,15.6,59.8,8.5,9.2,291.3,108.1,24.7,28.9,21.0,181.8,66.2,417.0,1.4,3.0,1.0,155.4,1.4,77.4,8.2,112.2,162.4,1.1,280.5,121.9,2.8,257.1,33.0,160.2,3110.8
2014-04-27,258.5,1.4,20.5,46.7,4.0,79.7,6.4,76.3,15.5,58.0,8.6,7.9,285.9,106.9,22.6,29.2,18.6,169.1,59.7,409.0,1.4,2.9,0.9,153.1,1.5,76.5,6.6,109.5,162.5,1.0,270.2,124.1,3.1,260.9,32.7,150.0,3041.399999999999
2014-04-28,255.7,1.4,21.7,46.6,4.0,78.6,6.5,84.4,15.7,60.2,8.5,8.6,297.0,110.7,23.7,25.8,19.4,181.8,63.7,423.3,1.4,2.8,0.9,155.6,1.5,74.6,7.2,115.9,166.8,1.1,279.1,131.7,2.0,261.3,34.0,145.9,3119.1000000000004
2014-04-29,260.6,1.4,19.5,48.4,4.7,78.0,6.3,87.3,15.6,57.7,9.0,9.4,305.0,114.5,24.3,27.9,20.7,179.9,66.2,424.0,1.4,2.9,0.9,154.0,1.4,74.8,7.3,119.2,167.7,1.1,279.5,134.0,2.2,268.0,34.1,147.9,3156.8
2014-04-30,260.9,1.4,19.6,49.1,4.9,77.2,4.3,90.7,13.1,58.7,8.3,9.3,279.1,118.1,24.2,29.9,22.2,176.9,61.4,418.4,1.3,3.0,0.9,155.2,1.3,74.7,7.2,114.8,171.5,1.6,276.1,131.9,2.6,269.6,34.5,150.5,3124.4
2014-05-01,256.3,1.4,20.8,43.0,5.1,74.2,4.4,93.0,14.2,59.6,9.9,8.2,288.6,122.0,23.5,29.7,21.6,162.3,54.2,382.9,1.4,3.2,1.1,152.0,1.4,73.6,6.4,118.6,176.2,0.8,273.3,123.9,3.0,273.5,33.9,141.6,3058.8000000000006
2014-05-02,256.0,1.7,19.8,40.7,5.2,73.7,5.7,96.2,15.3,56.0,11.1,8.9,288.6,117.7,24.9,33.1,19.5,162.4,60.6,385.3,1.4,2.9,0.9,150.4,1.4,73.4,7.0,115.7,170.9,0.9,273.1,127.9,2.8,264.8,32.7,124.7,3033.3000000000006
2014-05-03,254.4,1.4,19.8,42.8,5.0,73.4,6.3,91.9,15.6,52.7,12.6,9.6,289.9,116.3,25.3,30.4,16.3,162.7,61.4,405.1,1.4,3.0,0.9,149.1,1.3,71.2,7.2,115.4,171.3,0.6,274.5,121.6,2.2,259.2,30.8,105.1,3007.7
2014-05-04,246.5,1.5,19.3,43.2,4.1,76.0,6.2,86.8,13.9,52.7,12.1,8.1,280.4,116.1,23.3,28.5,17.1,154.0,57.5,390.0,1.4,3.1,1.1,142.1,1.1,65.9,6.2,112.1,163.0,0.8,276.7,124.4,2.4,272.3,33.7,102.1,2945.7
2014-05-05,245.9,1.4,19.0,43.1,4.5,73.2,6.3,92.5,15.6,50.3,12.7,8.9,290.7,113.3,23.7,24.8,19.8,170.2,59.1,412.6,1.4,3.4,1.1,139.8,1.2,61.3,6.1,119.0,166.5,0.8,265.0,119.0,2.2,254.9,33.6,114.3,2977.2
2014-05-06,253.1,1.6,21.9,42.6,4.8,71.7,6.3,91.9,15.7,52.9,12.3,9.1,289.1,120.2,23.6,27.6,19.4,170.4,60.8,418.6,1.4,3.3,1.1,143.6,1.6,69.6,5.9,122.4,174.4,1.3,257.6,122.3,2.5,278.1,34.8,130.2,3063.7000000000003
2014-05-07,238.2,1.5,20.1,42.9,5.0,73.4,6.2,94.9,15.3,55.7,11.2,8.9,286.4,126.0,20.9,30.6,20.2,169.3,56.5,410.9,1.4,3.1,0.9,149.0,1.3,72.5,5.7,126.7,179.1,1.2,227.4,125.8,2.9,288.9,29.3,129.0,3038.3
2014-05-08,242.2,1.4,20.5,43.3,5.0,71.6,6.3,94.2,15.6,57.5,11.6,7.8,290.8,110.4,23.8,28.6,20.8,142.4,50.9,406.0,1.4,3.9,0.9,150.7,1.5,72.4,5.7,118.6,171.1,0.9,225.2,128.6,2.2,264.2,31.2,134.5,2963.7
2014-05-09,220.5,1.5,22.9,41.4,5.1,69.7,6.4,91.3,15.5,57.3,9.1,7.7,290.3,109.9,27.2,30.8,19.9,134.0,56.7,400.0,1.5,3.8,1.0,150.5,1.5,70.1,6.3,120.2,176.0,0.6,237.9,126.4,2.9,266.1,33.5,141.9,2957.4
2014-05-10,218.8,1.6,24.0,42.3,4.8,69.0,6.3,87.7,15.5,56.3,11.2,9.1,280.7,112.4,25.2,29.2,20.5,145.5,60.1,402.8,1.5,4.4,1.1,147.1,1.6,66.8,6.6,118.1,169.2,0.4,253.9,121.0,2.6,270.1,35.5,135.6,2958.499999999999
2014-05-11,233.3,1.6,24.8,44.4,4.2,70.2,6.2,80.0,15.3,56.9,12.6,9.1,263.7,110.6,23.1,31.8,19.9,145.0,58.1,391.3,1.5,4.4,1.1,142.4,1.6,67.1,6.2,110.4,162.3,0.5,245.3,126.3,2.7,272.5,32.6,127.7,2906.7
2014-05-12,243.1,1.5,22.7,47.4,4.5,70.5,5.6,87.2,15.4,57.6,10.8,9.1,276.6,114.8,22.1,31.2,18.5,162.0,61.4,410.2,1.5,3.7,1.0,145.5,1.5,78.3,6.5,104.9,154.9,0.5,256.6,126.5,2.5,276.6,31.5,132.0,2996.2
2014-05-13,250.4,1.6,22.5,48.4,4.2,70.0,5.5,80.6,15.5,56.5,9.8,9.4,271.9,101.5,22.6,22.9,19.5,170.0,63.3,411.8,1.5,4.2,1.1,147.1,1.6,72.8,7.1,85.9,144.4,0.6,270.1,121.8,2.8,248.6,29.7,146.4,2943.5999999999995
2014-05-14,251.8,1.6,23.2,48.4,4.0,69.0,6.2,75.5,15.3,54.7,10.5,8.8,269.5,99.4,22.9,28.1,19.0,175.4,64.1,407.9,1.5,4.0,1.1,142.4,1.6,59.7,6.9,82.5,120.9,0.8,276.7,125.9,2.7,239.5,33.0,138.2,2892.7
2014-05-15,251.9,1.7,21.3,45.9,4.2,69.4,5.7,81.2,15.2,56.3,11.0,9.6,275.5,109.8,23.5,29.9,18.4,182.1,65.5,412.4,1.5,3.7,1.0,142.4,1.5,64.6,5.7,103.8,149.1,1.0,274.6,123.5,2.9,250.6,33.4,144.5,2994.3
2014-05-16,125.29574015108243,0.8009316190240986,10.88766419610884,23.502337195738395,2.1525037261272653,34.71537986207577,2.477882196355805,41.72353152853663,7.633879493823439,27.73225730870941,5.155997297467635,4.580327696294064,136.95930685312086,55.41445639122982,12.013974285361478,15.543079231686413,9.611179428289182,90.25498181877812,32.337614118097974,203.9121843809166,0.7508733928350924,1.902212595182234,0.5506404880790678,72.38419506930292,0.7759025059295955,35.841689951328405,3.1786973630018913,54.988961468623266,77.41504680129802,0.5256113749845647,139.7375384066107,59.59431827801183,1.4266594463866755,125.92146797844501,16.994767791167593,72.93483555738197,1507.628627247393
